['পহেলা', 'জিতেছে', 'কার্যালয়ে', 'স্বার্থে', 'হয়েছি', 'সম্মান', 'ইনস্টিটিউট', 'করেছে', 'ক\u200cরে\u200cছে', 'লাগলেও']
['ছাব্বিশে', 'শোয়ে', 'শ্রাদ্ধে', 'রথে', 'স্নানে', 'সিন্দুকে', 'বৃত্তে', 'শোরে', 'বিলাসে', 'কফিনে']
['আক্রোশ', 'চাইনা', 'খেয়েছে', 'নিয়েও', 'সন্ত্রাসী', 'চাইছি', 'খাতে', 'উঠছিল', 'শুনেছে', 'চাইবেন']
['ছাব্বিশে', 'শোয়ে', 'শ্রাদ্ধে', 'রথে', 'স্নানে', 'বৃত্তে', 'শোরে', 'বিলাসে', 'সিন্দুকে', 'কফিনে']
['ছাব্বিশে', 'শোয়ে', 'শ্রাদ্ধে', 'স্নানে', 'রথে', 'সিন্দুকে', 'কফিনে', 'শোরে', 'বৃত্তে', 'বেনারে']
['ছাব্বিশে', 'শ্রাদ্ধে', 'শোয়ে', 'বৃত্তে', 'বিলাসে', 'রথে', 'সিন্দুকে', 'শোরে', 'স্নানে', 'যজ্ঞে']
['আসামি', 'ছাত্রছাত্রী', 'দারোগা', 'মেয়েটা', 'উনিশ', 'ভালবাসে', 'ছাত্র', 'বেরোচ্ছে', 'সমিতি', 'খাই']
['আক্রোশ', 'ধরে', 'ধ\u200cরে', 'চাইনা', 'বেকারত্ব', 'কলেজছাত্র', 'জিতল', 'নির্মূল', '১৫৮', 'উকিল']
['চাইনা', 'বেকারত্ব', 'সংখ্যালঘুদের', 'হচ্ছে', 'হ\u200cচ্ছে', 'গোলটেবিল', 'ধরে', 'ধ\u200cরে', 'সংবাদমাধ্যমে', 'হারে']
['ফাউ', 'ফর্সা', 'বাঘ', 'কইতে', 'মোর্চা', 'ট্রেনে', '১৯০', 'আসলো', 'ফোরামের', 'গাল']
['ছাব্বিশে', 'শোয়ে', 'শ্রাদ্ধে', 'রথে', 'বৃত্তে', 'বিলাসে', 'সিন্দুকে', 'শোরে', 'স্নানে', 'কফিনে']
['ছাব্বিশে', 'শ্রাদ্ধে', 'শোয়ে', 'রথে', 'বৃত্তে', 'বিলাসে', 'শোরে', 'স্নানে', 'সিন্দুকে', 'যজ্ঞে']
['ছাব্বিশে', 'শ্রাদ্ধে', 'শোয়ে', 'রথে', 'স্নানে', 'বৃত্তে', 'বিলাসে', 'শোরে', 'সিন্দুকে', 'যজ্ঞে']
['ছাব্বিশে', 'শ্রাদ্ধে', 'শোয়ে', 'রথে', 'স্নানে', 'শোরে', 'যজ্ঞে', 'বিলাসে', 'বৃত্তে', 'সিন্দুকে']
['ছাব্বিশে', 'শ্রাদ্ধে', 'শোয়ে', 'রথে', 'বৃত্তে', 'বিলাসে', 'যজ্ঞে', 'শোরে', 'স্নানে', 'সিন্দুকে']
['চিত্রলের', 'রৌদ্রে', 'কাপলের', 'পরাজয়ে', 'ক্যাবলের', 'মিশালের', 'কারনালের', 'ফিশারের', 'ব্লাডারের', 'অধিনে']
['পরাজয়ে', 'অধিনে', 'রৌদ্রে', 'হ্যামে', 'ফান্ডে', 'মহাবিশ্বে', 'কলহে', 'হ্যাটে', 'গর্জনে', 'খন্ডে']
['পরাজয়ে', 'রৌদ্রে', 'অধিনে', 'স্মৃতিচারণামূলক', 'কলহে', 'মহাবিশ্বে', 'ফান্ডে', 'হ্যাটে', 'কর্মকান্ডে', 'হ্যামে']
['ছাব্বিশে', 'শ্রাদ্ধে', 'শোয়ে', 'বৃত্তে', 'রথে', 'বিলাসে', 'শোরে', 'যজ্ঞে', 'স্নানে', 'সিন্দুকে']
['পরাজয়ে', 'রৌদ্রে', 'অধিনে', 'চিত্রলের', 'ফান্ডে', 'কলহে', 'মহাবিশ্বে', 'স্মৃতিচারণামূলক', 'বারুদে', 'হ্যাটে']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['নাফে', 'নাতে', 'কিছুদূরে', 'পার্শে', 'রহস্যে', 'শূণ্যে', 'মাছে', 'মতলবে', 'ভান্ডারে', 'আম্রে']
['ত্রিশে', 'বিধানে', 'ভঙ্গে', 'বিস্তারে', 'ছেদে', 'উদ্ভিদে', 'গুপ্তে', 'ফিলিপে', 'বানিজ্যে', 'হাতকে']
['ত্রিশে', 'বিধানে', 'ভঙ্গে', 'বিস্তারে', 'ছেদে', 'গুপ্তে', 'ফিলিপে', 'হাতকে', 'বানিজ্যে', 'চিত্রে']
['ত্রিশে', 'বিধানে', 'ভঙ্গে', 'বিস্তারে', 'ছেদে', 'গুপ্তে', 'ফিলিপে', 'হাতকে', 'বানিজ্যে', 'চিত্রে']
['ত্রিশে', 'বিধানে', 'বিস্তারে', 'অভিশাপে', 'ভঙ্গে', 'পতঙ্গে', 'অস্থিতে', 'ছেদে', 'গুপ্তে', 'ফিলিপে']
['সস্তায়', 'কমান্ডারসহ', 'পকেটে', '১৯৩', 'ঘট', 'এটাতে', 'চালাকি', 'কুরাইশ', 'পাগলি', 'জামে']
['বলদে', 'নাফে', 'অস্তিত্বে', 'পার্শে', 'পতঙ্গে', 'তাহে', 'কিছুদূরে', 'ছোবলে', 'রহস্যে', 'আসমানে']
['ত্রিশে', 'বিধানে', 'ভঙ্গে', 'বিস্তারে', 'ছেদে', 'ফিলিপে', 'গুপ্তে', 'হাতকে', 'চিত্রে', 'বানিজ্যে']
['ত্রিশে', 'ভঙ্গে', 'বিধানে', 'বিস্তারে', 'ছেদে', 'বানিজ্যে', 'ফিলিপে', 'গুপ্তে', 'হাতকে', 'উদ্ভিদে']
['ত্রিশে', 'বিধানে', 'ভঙ্গে', 'বিস্তারে', 'ছেদে', 'গুপ্তে', 'হাতকে', 'ফিলিপে', 'বানিজ্যে', 'চিত্রে']
['ত্রিশে', 'বিধানে', 'ভঙ্গে', 'বিস্তারে', 'ছেদে', 'হাতকে', 'গুপ্তে', 'ফিলিপে', 'বানিজ্যে', 'চিত্রে']
['ত্রিশে', 'বিধানে', 'ভঙ্গে', 'বিস্তারে', 'ছেদে', 'গুপ্তে', 'ফিলিপে', 'হাতকে', 'চিত্রে', 'বানিজ্যে']
['আক্রোশ', 'চাইনা', 'নিয়েও', 'খেয়েছে', 'সন্ত্রাসী', 'খাতে', 'চাইছি', 'চাইবেন', 'শুনেছে', 'উঠছিল']
['ত্রিশে', 'বিধানে', 'ভঙ্গে', 'বিস্তারে', 'ছেদে', 'গুপ্তে', 'ফিলিপে', 'হাতকে', 'বানিজ্যে', 'চিত্রে']
['ত্রিশে', 'বিধানে', 'ভঙ্গে', 'বিস্তারে', 'ছেদে', 'অভিশাপে', 'গুপ্তে', 'ফিলিপে', 'হাতকে', 'চিত্রে']
['ত্রিশে', 'ভঙ্গে', 'বিধানে', 'বিস্তারে', 'ছেদে', 'বানিজ্যে', 'ফিলিপে', 'গুপ্তে', 'হাতকে', 'চিত্রে']
['আসামি', 'ছাত্রছাত্রী', 'দারোগা', 'মেয়েটা', 'উনিশ', 'ভালবাসে', 'ছাত্র', 'বেরোচ্ছে', 'সমিতি', 'খাই']
['আক্রোশ', 'কলেজছাত্র', 'চাইনা', 'বেকারত্ব', 'ধরে', 'ধ\u200cরে', 'জিতল', 'বিদেশে', '১৫৮', 'নির্মূল']
['চাইনা', 'বেকারত্ব', 'সংখ্যালঘুদের', 'হচ্ছে', 'হ\u200cচ্ছে', 'গোলটেবিল', 'ধরে', 'ধ\u200cরে', 'হারে', 'সংবাদমাধ্যমে']
['ফাউ', 'ফর্সা', 'বাঘ', 'কইতে', 'মোর্চা', 'গাল', 'ট্রেনে', 'আসলো', '১৯০', 'ফোরামের']
['ত্রিশে', 'ভঙ্গে', 'বিধানে', 'বিস্তারে', 'ছেদে', 'ফিলিপে', 'গুপ্তে', 'বানিজ্যে', 'হাতকে', 'চিত্রে']
['ত্রিশে', 'বিধানে', 'ভঙ্গে', 'বিস্তারে', 'ছেদে', 'গুপ্তে', 'ফিলিপে', 'বানিজ্যে', 'হাতকে', 'উদ্ভিদে']
['ত্রিশে', 'বিধানে', 'ভঙ্গে', 'বিস্তারে', 'ছেদে', 'গুপ্তে', 'হাতকে', 'ফিলিপে', 'বানিজ্যে', 'উদ্ভিদে']
['ত্রিশে', 'বিধানে', 'বিস্তারে', 'ভঙ্গে', 'উদ্ভিদে', 'ছেদে', 'প্যান্টে', 'আবিষ্কারে', 'কেসে', 'গুপ্তে']
['ত্রিশে', 'ভঙ্গে', 'বিধানে', 'বিস্তারে', 'ছেদে', 'প্যান্টে', 'উদ্ভিদে', 'কেসে', 'গুপ্তে', 'বানিজ্যে']
['ত্রিশে', 'ভঙ্গে', 'বিধানে', 'বিস্তারে', 'ছেদে', 'ফিলিপে', 'গুপ্তে', 'হাতকে', 'বানিজ্যে', 'চিত্রে']
['পরাজয়ে', 'অধিনে', 'কলহে', 'ক্যাবলের', 'কাপলের', 'কর্মকান্ডে', 'হ্যাটে', 'চিত্রলের', 'ধোনির', 'রৌদ্রে']
['পরাজয়ে', 'অধিনে', 'তাহে', 'হ্যামে', 'খন্ডে', 'হ্যাটে', 'কলহে', 'কর্মকান্ডে', 'সাপ্তাহে', 'মহাবিশ্বে']
['পরাজয়ে', 'অধিনে', 'কলহে', 'কর্মকান্ডে', 'হ্যাটে', 'তাহে', 'খন্ডে', 'হ্যামে', 'ব্যায়ে', 'সাপ্তাহে']
['পরাজয়ে', 'অধিনে', 'কলহে', 'কর্মকান্ডে', 'সাপ্তাহে', 'তাহে', 'হ্যাটে', 'খন্ডে', 'ব্যায়ে', 'বাঁশে']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
