['পহেলা', 'পয়লা', 'বৈশাখে', 'অগাষ্ট', 'শুক্লপক্ষে', '১৩৫৪', '১৪০৮', 'পঁচিশে', '২৫ই', '২004']
['আঠারো', 'ছাব্বিশে', 'আঠারোশ', 'শেষভাবে', '১৯৮০এর', 'এনায়েতপুর', '২৭ই', 'মাসটা', '২০১৪তে', 'দফা']
['উনিশ', 'ঊনবিংশ', 'ঊনিশ', 'বিংশ', 'শেষভাগে', '১৯শ', 'আঠারোশ', 'শেষভাবে', '১৮শ', 'শেষার্ধে']
['বিশ', 'উনিশ', 'আঠারোশ', 'শেষভাবে', 'ছাব্বিশে', 'শতকীয়', 'ঊনিশ', '১৯৭০এর', 'শেষভাগে', '১৯৮০এর']
['একুশ', 'গান্ধীজী', 'ছাব্বিশে', 'আঠারোশ', 'শেষভাবে', 'শতকীয়', 'ম্যাংকাভিৎস', 'ইবলা', 'গ্ৰহ', 'গীতগোবিন্দ']
['গজে', 'বাইশ', 'ছাব্বিশে', 'সমূদ্রের', 'পরিবেষ্টনকারী', 'টাইলের', 'শ্লিক', 'আন্ধেরির', 'দৈঘ্য', 'হিশার']
['ছাব্বিশে', 'গান্ধীজী', 'তেইশ', 'কুরেশ', 'অগাস্টের', 'সফরকারিরা', 'প্ল্যাথ', 'নামিবিয়া', '১৯৬৯ইং', '২৩ই']
['চব্বিশ', 'পরগনা', 'নদীয়া', 'পরগণা', 'পরগণার', 'পরগনায়', 'ফতেয়াবাদ', 'কোরিয়াকে', 'খুলনাতে', 'নদিয়া']
['ছাব্বিশে', '১৩৫৯', 'ভিত্তিপ্রস্তরটি', 'পানামাতে', 'গান্ধীজী', '১৫৮৮', 'মঞ্চাভিনয়', 'পিভেন', 'পঁচাশি', 'ক্রফোর্ডকে']
['ছাব্বিশে', '৩ই', '২০০৯ইং', '২০১৬র', 'পিভেন', 'গোলাঘাটে', 'সিনিয়রে', 'ওলসন', '২015', 'আর্তেগা']
['ছাব্বিশে', '২৪ই', 'الحسين', 'চৌঠা', '২০১৬র', '২০১৭তে', '1863', 'জিলকদ', '৩ই', '২০০৯ইং']
['ছাব্বিশে', 'রামানাথন', 'গৌরাঙ্গিনী', 'এস্টেল', 'অপরিচ্ছন্নতা', 'পিভেন', 'রহিমি', 'তাবাচ্ছুম', 'সানচেস', 'হানিম']
['ত্রিশ', 'ছাব্বিশে', '১৫৮৮', 'প্রদীপের', 'ক্রোমোসম', '১৮৩৯', 'গান্ধীজী', 'শ্বাসযন্ত্র', 'টিভিসন্ধ্যা', 'স্কাইম্যান']
['ছাব্বিশে', 'কল্লোনতাই', 'ম্যাংকাভিৎস', 'মুহতাদি', 'নামিবিয়া', '২015', 'শ্রোডার', '২০১৬র', '৩ই', 'গণভোট']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['সম্প্রতি', 'এক', 'বৃহস্পতিবার', 'শুক্রবার', 'আরেক', 'এমনই', 'ওই', 'ব্যক্তি', 'সোমবার', 'এরপরই']
['দুই', 'অপর', 'উভয়', 'দুটি', 'চারজন', 'তিন', 'একদিকে', 'তৃতীয়', 'আরেক', 'তিনটি']
['তিন', 'অপর', 'চারজন', 'পাঁচটি', 'পাঁচ', 'চার', '•', 'আট', 'আটটি', 'তৃতীয়']
['চার', 'আটটি', 'পাঁচ', 'পাঁচটি', 'টানা', 'তিন', '•', 'পড়েছিল', 'গ্রুপে', 'তৃতীয়']
['পাঁচ', 'মেম্বারদের', 'আট', 'পাঁচটি', 'চারজন', 'আটটি', 'চল্লিশতম', 'বিউবো', 'দায়িত্বে', 'নির্দেশে']
['ত্রিশে', 'এশিয়াডের', 'নাগভট্ট', 'আমুনতাসের', 'মেম্বারদের', 'যুবনেতার', 'উপগোত্রে', 'একত্রিশতম', 'ধাঁপে', 'ঝে']
['সাত', 'ত্রিশে', 'মেম্বারদের', 'বেরেন', 'স্যুটকেসে', 'রক্তনালীতে', 'ভায়ের', 'তুহুরে', 'বুগান্ডার', 'সহচরীর']
['আট', 'ত্রিশে', 'মেক্সিকানসহ', 'টেস্টও', 'মেম্বারদের', 'দুর্যোগপূর্ণ', 'জাতিও', 'গ্রুপেই', 'রাজ্যেরই', 'নিন্মরূপ']
['নয়', 'জন্যই', 'কারও', 'সবার', 'কেমন', 'ডিগ্রিধারীকে', 'শঙ্কা', 'কথায়', 'শুধু', 'ঢোপকলই']
['ত্রিশে', 'একত্রিশতম', 'ইন্টারসেক্স', 'ভূজটিতে', 'ছাপ্পান্নতম', '৪থ', 'এশিয়াডের', 'মেম্বারদের', 'ছাব্বিশতম', 'সিরিজেরই']
['ত্রিশে', 'শাহজাদী', 'ট্রাপ', 'টেস্টও', 'একত্রিশতম', 'পুচ্ছদেশীয়', 'ছত্রিশতম', 'গ্রুপেই', 'ম্যাশোনাল্যান্ডের', 'গোধুলী']
['একত্রিশতম', 'ত্রিশে', 'ছাপ্পান্নতম', 'উনপঞ্চাশতম', 'তিপ্পান্নতম', 'মেম্বারদের', 'চুয়াল্লিশতম', 'পঞ্চান্নতম', 'ছাব্বিশতম', 'বত্রিশতম']
['ত্রিশে', 'অ্যান্ডারসেন', 'উনপঞ্চাশতম', 'তিয়াত্তরতম', 'ছত্রিশতম', 'পঞ্চান্নতম', 'ছাপ্পান্নতম', 'জুলুস', 'একত্রিশতম', 'শাহজাদী']
['ত্রিশে', 'শাহজাদী', 'একত্রিশতম', 'ছত্রিশতম', 'সুফফা', 'উনপঞ্চাশতম', 'অ্যান্ডারসেন', 'বত্রিশতম', 'চৌত্রিশতম', 'ওঠালেন']
['ত্রিশে', 'শাহজাদী', 'ছত্রিশতম', 'একত্রিশতম', 'উনত্রিশতম', 'তিয়াত্তরতম', 'ইউরির', 'সাতান্নতম', 'বত্রিশতম', 'ছাপ্পান্নতম']
['ত্রিশে', 'বত্রিশতম', 'একত্রিশতম', 'শিবসাগরের', 'শাহজাদী', 'চৌত্রিশতম', 'পালানিসামি', 'ছত্রিশতম', 'স্মিন', 'উনত্রিশতম']
['সতেরো', 'ত্রিশে', 'বায়োগ্যাস', '১২দশ', 'খ্রীষ্টীয়', 'মুক্তারপুর', 'সাহিত্যকীর্তি', 'প্রাণতোষিণী', 'টেস্টও', '৬ষ্ট']
['ফেরাও', 'ত্রিশে', 'ত্রিংশ', 'আঠারো', 'আলাগ', 'শাহজাদী', 'ট্রাকগুলি', '১২দশ', 'ট্র্যাকযুক্ত', 'সংজ্ঞানুযায়ী']
['ত্রিংশ', '১২দশ', 'পঞ্চাদশ', 'শেষপাদে', 'ত্রিশে', 'শতকেই', 'তিপ্পান্নতম', 'আঠারোশ', 'সপ্তাদশ', 'শালস্তম্ভ']
['ত্রিশে', 'ত্রিংশ', 'দ্বাবিংশ', 'সাজাবে', 'পঞ্চাদশ', '১২দশ', 'ছাব্বিশতম', 'শেষপাদে', 'খ্রীষ্টীয়', 'শতকেই']
['ত্রিশে', 'শাহজাদী', 'সাজাবে', '১২দশ', 'সিডনীতে', 'একুশ', 'পঞ্চাদশ', 'ত্রিংশ', 'ফুং', 'স্বজনহারাদের']
['আগেরটাই', 'ত্রিশে', 'ভাগ্যপরীক্ষা', 'অন্যসকল', 'শোরুমের', 'জায়া', 'গ্রাফটা', 'রাস্তায়ও', 'বারাদা', 'মনোনয়নপ্রক্রিয়া']
['ত্রিশে', 'মাকিয়াভেল্লি', 'কেলে', 'ম্যাথামেটিকা', 'শাহজাদী', 'নিক্কোলো', 'পঞ্চসিদ্ধান্তিকা', 'মন্দসৌর', 'হ্যাচারির', 'হর্ষচরিত']
['চব্বিশ', 'পরগনা', 'প্রদেশসহ', '১০৫তম', 'উদুপি', 'চাম্পারান', 'নদীয়া', 'আর্কট', 'হাস্সান', 'কোরিয়াকে']
['ত্রিশে', 'ছত্রিশতম', 'স্মিন', 'তিয়াত্তরতম', 'ছিয়াত্তরতম', 'কাবিলার', 'আনন্দতীর্থ', 'দেকামনিকোস', 'সত্তরতম', 'শোরুমের']
['ত্রিশে', 'প্রত্যাশামতোই', 'শাহজাদী', 'ট্রাপ', 'ঙ্গোস', 'বায়স্কোপ', 'ছত্রিশতম', 'সিংমান', 'একত্রিশতম', 'স্মিন']
['ত্রিশে', 'শাহজাদী', 'ঙ্গোস', 'ছত্রিশতম', 'প্যানিয়াঙ্গারা', 'লিসি', 'প্রত্যাশামতোই', 'তিয়াত্তরতম', 'নিয়েতোর', 'মন্দসৌর']
['ত্রিশে', 'প্রত্যাশামতোই', 'শাহজাদী', 'নয়ানগরের', 'কাদাজল', 'তেংগারা', 'জালমি', 'ওঠালেন', 'কাবিলার', 'সিনিকা']
['ত্রিশে', 'শাহজাদী', 'তেংগারা', 'হেমাটোলজি', 'রানিল', 'প্রত্যাশামতোই', 'মন্দসৌর', 'ক্যাভেলিয়ার্সের', 'আরাক', 'শাহানশাহ']
['ত্রিশে', 'শাহজাদী', 'আরাক', 'কেলে', 'তিয়াত্তরতম', 'রাজকান্দি', 'শাবানাকে', 'ছত্রিশতম', 'ট্রাপ', 'ভিজেই']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
