['চা', 'চি', 'মা', 'চং', 'মাচ', 'ওচ', 'ওচা', 'চাম', 'আচা', 'ঘা']
['দাদা', 'দাদী', 'দারদা', 'দাদাজী', 'দাদরা', 'দাদি', 'দাদার', 'দাদন', 'দাদাও', 'দাদু']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নানী', 'নাজনা', 'বনানী', 'নানি', 'নানার', 'পাননা', 'নীনা', 'নানান', 'নানক']
['জেলে', 'জেলী', 'লেজে', 'লড়েছে', 'জেলেকে', 'জ্বেলে', 'ডেলে', 'জুলে', 'জেনে', 'জেরে']
['ধোপা', 'ধোপাদী', 'পুরোধা', 'ধোপে', 'ধোনা', 'ধোনী', 'পোড়া', 'গোপী', 'ধোকা', 'চোপড়া']
['বেদে', 'বেদী', 'দেবে', 'বেদেনী', 'দেবী', 'বেদীতে', 'দেবীতে', 'ভেদে', 'দেবু', 'গেদে']
['গুরু', 'রুগী', 'গুরো', 'গুরুকে', 'গোরু', 'মুরু', 'ডুবুরী', 'কুরু', 'চুরু', 'রুরু']
['ছেলে', 'লড়েছে', 'মেলেছে', 'ফেলেছে', 'তুলেছে', 'চেলেছে', 'ছেলেরে', 'ভুলেছে', 'ছেলেকে', 'ডেলে']
['বর', 'বি', 'বহ', 'বং', 'বরই', 'রব', 'বরজ', 'বড', 'বম', 'বধ']
['বাদশা', 'আশাবাদী', 'বাদশাহী', 'বাদশাহ', 'বাদশার', 'শাদাব', 'বাদীরা', 'বিবাদী', 'বাদেপাশা', 'বাদশাকে']
['বাঙ্গালী', 'কালেঙ্গা', 'কালীগঙ্গা', 'কাঙ্গাল', 'কালেঙ্গার', 'কাঙ্গালিনী', 'রঙ্গালী', 'কালীগ্রাম', 'বঙ্গালী', 'বাঙ্গালীর']
['বাঘ', 'বাঘী', 'বাঘি', 'বাঘই', 'বারী', 'বাঘা', 'বিঘা', 'বাসী', 'বাঘও', 'মাঘ']
['যোগী', 'ভোগী', 'রোগী', 'গোরী', 'যোগীকে', 'যুগী', 'যোনী', 'রোধী', 'রোগীতে', 'যোগে']
['তেজস্বী', 'তেজস্বীর', 'স্বীকৃতী', 'স্ত্রীকে', 'বুতের্সে', 'এজেন্সী', 'সেমন্তী', 'কীবোর্ডে', 'শ্রীদেবী', 'সুতীব্র']
['কিশোরী', 'কিশোরীর', 'কিশোরকে', 'কিশোরের', 'কিশোর', 'মিশৌরী', 'কিরোবো', 'শিরোপো', 'শিকোর', 'সিরুশো']
['নর', 'রন', 'নঃ', 'নং', 'নি', 'নরি', 'নম', 'নচ', 'নরম', 'নব']
['সুন্দরী', 'সুন্দরীর', 'কুন্দশী', 'সুদীর্ঘ', 'সুন্দর', 'সুন্দরকে', 'সুন্দরের', 'ঐন্দ্রী', 'কুর্দী', 'সমুদ্রে']
['গুণবান', 'গুণাবলী', 'যুগবাণী', 'গুনাবলী', 'ফুলবাণী', 'গুণাবলীর', 'কুরবাণী', 'গুণনীয়', 'গুণবতী', 'গুণনীয়ক']
['পুণ্যবান', 'পুণ্যস্নান', 'বন্যপ্রাণী', 'বণ্যপ্রাণী', 'পুণ্যার্থী', 'পূর্বাণী', 'ট্রুম্যান', 'ক্রুম্যান', 'নৈপুণ্যতা', 'কুনোব্যাঙ']
['বুদ্ধিমতী', 'বুদ্ধিমান', 'বুদ্ধিহীন', 'বুদ্ধিমানের', 'যুদ্ধবিমানে', 'যুদ্ধনীতি', 'বৃদ্ধিকারী', 'হিন্দুধর্ম', 'বন্দুকধারী', 'বিন্দুগামী']
['শ্রীমান', 'কাশ্মীরী', 'শ্রীমতী', 'শ্রীমন্ত', 'শ্রীহীন', 'কাশ্মীরে', 'শ্রমজীবী', 'শ্রীমা', 'মীনাক্ষীর', 'লক্ষ্মীরানী']
['বিজয়ী', 'বিজয়', 'বিজয়ে', 'লিবীয়', 'বিনয়ী', 'বিজু', 'বিজয়ীর', 'বিজে', 'বিজয়কে', 'বিজয়ন']
['পাঠক', 'পাঠাক', 'পাঠকই', 'পাঠকও', 'পাঠকে', 'পালকী', 'পাঠকারী', 'পাঠকরা', 'পারকী', 'পাঠন']
['লেখক', 'লেখনী', 'খেলুক', 'সুলেখক', 'লেখকের', 'শেখকে', 'লেখকই', 'লেখনীর', 'লেখককে', 'শেখরকে']
['গায়ক', 'গিয়াকে', 'গায়কি', 'টুয়াক', 'গায়কের', 'গুয়ান', 'রায়কে', 'রায়গড়', 'গুয়াম', 'গায়ককে']
['খোকা', 'কখোনো', 'খোকাকে', 'খোলকে', 'খোলাকে', 'খোকনকে', 'খেকো', 'খোকন', 'বোখারী', 'খোঁড়া']
['শিক্ষক', 'শৈক্ষিক', 'নিরীক্ষক', 'শিক্ষিক', 'ভিক্ষুক', 'সমীক্ষক', 'শিক্ষণে', 'শিক্ষাথী', 'শিক্ষকের', 'শীর্ষক']
['নেতা', 'নেতাজী', 'বেতনে', 'নেতা৷', 'জেনাতে', 'নেতায়', 'চেতনে', 'চেনাতে', 'নড়াতে', 'মনেতে']
['পাগলী', 'পাগল', 'পাগলু', 'পাগলি', 'পরাগল', 'পাগলা', 'পগারী', 'গালপো', 'পাগলীর', 'পাগলও']
['প্রিয়', 'সুপ্রিয়', 'ত্রয়ী', 'জয়শ্রী', 'মুরিয়ো', 'ধর্মীয়', 'ত্রয়ীর', 'স্ট্রীপ', 'ঘুরিয়ে', 'ডিগ্ৰী']
['কনিষ্ঠ', 'নিরীক্ষন', 'দক্ষিনে', 'নিকৃষ্ট', 'কিন্নরী', 'পুষ্করিনী', 'দক্ষীন', 'মিনাক্ষী', 'তক্ষুনি', 'এক্ষুনি']
['লোক', 'লোকো', 'লোকে', 'কোলো', 'কলোনী', 'কোলে', 'লোভী', 'লেকো', 'লোদী', 'কুলো']
['শ্রমিক', 'রশ্মিকে', 'কাশ্মিরী', 'পরিশ্রমী', 'বিক্রমী', 'শর্মিলী', 'আশ্রমিক', 'কাশ্মীরি', 'শ্রমিকের', 'মিশ্রকে']
['বাবা', 'বাবার', 'বাবাই', 'বামবা', 'বাহাবা', 'বাবাও', 'বাবনা', 'বাবলা', 'বাহবা', 'বানাব']
['চাচা', 'চাচার', 'চাচাও', 'চামচা', 'চাচাত', 'চাঁচা', 'চাচারা', 'চাঙা', 'চাচি', 'চাচির']
['দাদা', 'দাদার', 'দারদা', 'দাদাও', 'দাদরা', 'দাদারা', 'হাদাদ', 'দাদি', 'দানাদার', 'নাদা']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নানান', 'নানার', 'নাজনা', 'জানান', 'পাননা', 'ওনানা', 'বানান', 'জানিনা', 'নাথানা']
['জেলে', 'জেলেই', 'জেলের', 'জেলেনা', 'জেহেল', 'লেজে', 'জেলেও', 'জেবেল', 'কলেজে', 'পড়লেই']
['ধোপা', 'ধোপার', 'লোপা', 'পোপা', 'টোপাজ', 'ধোনা', 'গোপা', 'ঝোপাল', 'ধোকা', 'পোপাল']
['বেদে', 'দেবেই', 'বেদের', 'দেবে', 'বেদেনা', 'বেদকে', 'দেবেন', 'বেদেরা', 'দেবের', 'দেবকে']
['গুরু', 'গুরুর', 'গুরুং', 'গুরুজি', 'গুরুই', 'গুরুরা', 'গুরুমা', 'গুটুর', 'মুগুর', 'গুঁড়ার']
['ছেলে', 'ছেলেই', 'মেলছে', 'ছেলের', 'ফেলছে', 'বলেছে', 'গোলে', 'গলেছে', 'চলেছে', 'ফলেছে']
['বর', 'বা', 'বরা', 'বার', 'বি', 'বরি', 'বির', 'বহর', 'বরজ', 'বল']
['বাদশা', 'বাদশার', 'বাদশাহ', 'বাদলা', 'মাদিবা', 'বারাদা', 'শাদাব', 'রাবাদা', 'বাদশাহি', 'বাদাল']
['বাঙ্গালা', 'কাঙ্গাল', 'বাঙ্গালার', 'বাঙ্গালি', 'টাঙ্গানিকা', 'বাঙ্গালির', 'বাঙ্গালিরা', 'বাঙ্গালাহ', 'কামাঙ্গার', 'কালিগঙ্গা']
['বাঘ', 'বাঘা', 'বাঘি', 'বিঘা', 'বাঘই', 'বাঘও', 'বামা', 'বাজি', 'বাঘাব', 'বাহা']
['যোগী', 'যোগীর', 'যোগিনী', 'যোগীরা', 'যোগে', 'গোমতী', 'রোগী', 'যোগের', 'যোগানো', 'যোগী']
['তেজস্বিনী', 'তেজস্বীর', 'তেজস্বী', 'দস্তাবেজে', 'প্রবাসীতে', 'দস্তাবেজের', 'স্বাতীকে', 'গীতিস্বামী', 'মেস্তিজো', 'ইস্তানবুলে']
['কিশোর', 'কিশোরটি', 'কিশোরটির', 'কিশোরই', 'শিকাগোর', 'কিশোররা', 'কিশোরও', 'হরকিশোর', 'শিকোর', 'শিরোপার']
['নর', 'নরা', 'রন', 'না', 'নরি', 'নার', 'নি', 'নরম', 'নির', 'রনি']
['সুনন্দার', 'সুন্দরি', 'সুচন্দার', 'সিন্দুর', 'সুনন্দা', 'সুরিন্দর', 'কাসুন্দি', 'সুচন্দা', 'নরসুন্দা', 'হিন্দুরা']
['গুণবান', 'গুণাবলি', 'গুণাবলির', 'ফুলবাগান', 'গুনাবলি', 'গুণগান', 'গুনাহগার', 'গুণমান', 'লিচুবাগান', 'থানাগুলি']
['পুণ্যবান', 'গুণান্বিত', 'নিপুণভাবে', 'ফ্যাবিয়ান', 'প্ল্যানার', 'গুপ্তায়ন', 'পুর্ণিয়া', 'পান্ডুয়ার', 'প্যাঁচানো', 'রাজপুণ্যাহ']
['বুদ্ধিমান', 'বুদ্ধিমানের', 'যুদ্ধবিমান', 'যুদ্ধবিমানটি', 'যুদ্ধবিমানও', 'বুদ্ধিনাথ', 'যুদ্ধবিমানে', 'যুদ্ধবিমানের', 'বুদ্ধিনাথের', 'নির্দ্বিধায়']
['শ্রীমান', 'শর্মীমালা', 'জার্মানীর', 'জার্মানী', 'কীর্তিমান', 'শ্রীনাথজি', 'সেমিনারী', 'ব্রুমানা', 'নির্মানের', 'সম্মানীর']
['বিজয়া', 'বিজয়', 'বিজয়ন', 'বিজয়ও', 'বিঘায়', 'বাড়িটি', 'রিজিয়া', 'বিয়া', 'হাটিজে', 'বীজটি']
['পাঠাক', 'পাঠিকা', 'পাঠক', 'পাঠকরা', 'পাঠকও', 'পাঠাল', 'পাঠকই', 'পাঠান', 'পাঠাব', 'পাঠা']
['লেখিকা', 'লেখকই', 'লেখক', 'লেখা', 'লেখাল', 'লেখকঃ', 'লেখকও', 'লেখান', 'মেখলা', 'লেখাই']
['গায়কি', 'গায়িকা', 'গায়ক', 'গায়কির', 'জায়গা', 'গায়িকার', 'গিয়ার', 'জায়গাটি', 'গাড়িটা', 'টাকায়']
['খোকা', 'খোকার', 'খোকসা', 'গোকাক', 'খোঁটা', 'খামোখা', 'খোকন', 'খোজা', 'কোকা', 'খোরাক']
['ছাত্তার', 'ছাত্র', 'ছাত্ররা', 'ছাত্রই', 'ছাত্রটি', 'ছত্তার', 'অছাত্র', 'ছাত্রও', 'ছাত্ররাই', 'ছাতারে']
['নেতা', 'নেতাই', 'নেতার', 'নেতাজি', 'নেতাও', 'বেতনা', 'কেনতা', 'জেতান', 'কানেতা', 'নেতারা']
['পাগলা', 'পাগলি', 'পাগল', 'নাগপাল', 'পরাগল', 'পাগলও', 'পাগলার', 'পাগান', 'নাগাল', 'জাগপা']
['প্রিয়া', 'প্রিয়', 'প্রিয়ার', 'পুরিয়া', 'ক্রিয়া', 'অপ্রিয়', 'প্রিয়তা', 'ট্রিপে', 'পিয়ার্স', 'পিয়ারী']
['কনিষ্ঠা', 'কনিষ্ঠ', 'একনিষ্ঠ', 'নিষ্কাষন', 'নিষ্কাম', 'ঘনিষ্ঠরা', 'নিষ্ঠার', 'কনিষ্ঠতম', 'নিষ্ঠা', 'একনিষ্ঠতা']
['লোকি', 'লোকা', 'লোক', 'লোকই', 'কোলা', 'লোকজ', 'কোলি', 'লোকও', 'আলোক', 'লোলা']
['শ্রমিকরা', 'কাশ্মিরি', 'শ্রমিকও', 'শ্রমিকই', 'শ্রমিক', 'পারিশ্রমিক', 'কাশ্মির', 'ক্রিমার', 'ক্রামনিক', 'প্রিমাকভ']
['বাব্বর', 'রাব্বা', 'বাবরী', 'রাব্বি', 'বার্বি', 'বম্বার', 'গাব্বা', 'জব্বার', 'গাব্বার', 'বার্ব']
['চর্চা', 'কাচ্চা', 'চাচীর', 'বাচ্চা', 'সাচ্চা', 'বাচ্চার', 'চার্চও', 'চর্চার', 'চার্চ', 'চর্চাও']
['দাদীর', 'বরাদ্দ', 'দাদী', 'হাদ্দাদ', 'গদ্দার', 'দাদুর', 'শাদ্দাদ', 'দারিদ্র', 'গাদ্দার', 'রিদ্দার']
['', '', '', '', '', '', '', '', '', '']
['রান্না', 'নান্না', 'রান্নার', 'মান্না', 'বান্না', 'মান্নার', 'বান্নার', 'হান্না', 'কান্না', 'পান্নার']
['জেফ্রে', 'খেলুড়ে', 'জ্বেলে', 'ক্লোজে', 'মোল্ডে', 'পূৰ্বে', 'গ্রীলে', 'ফ্লোরে', 'পুড়েছে', 'ফেলে৷']
['প্রোমো', 'পোর্টো', 'গ্রুপো', 'পোত্রো', 'প্রোটো', 'পোর্তো', 'গোর্নো', 'প্রুধোঁ', 'মোট্রো', 'পোর্তু']
['বোর্দে', 'ভের্দু', 'পেদ্রো', 'পেদ্রু', 'যুদ্ধে', 'কেন্দ্ৰ', 'বেন্দ্রে', 'মেহ্দী', 'বুদ্ধের', 'কেন্দ্রে']
['গুশ্রী', 'শ্রীগুরু', 'গ্রুপো', 'মুমূর্ষু', 'কুর্মী', 'গ্ৰীক', 'টুর্কু', 'তুর্কু', 'চুর্নী', 'মুর্মু']
['তুলেছে৷', 'খেলুড়ে', 'পুড়েছে', 'ভুলেছে', 'রয়েছে৷', 'গ্রীলে', 'বেরোচ্ছে', 'ছেত্রী', 'শীল্ডে', 'ফুরোচ্ছে']
['রবী', 'বরো', 'বীর', 'ব্র', 'ববী', 'বর', 'বুর', 'বরে', 'বসরী', 'বর্জ']
['আদর্শবাদী', 'দ্বাদশীর', 'দ্বাদশী', 'শ্বরবাদী', 'পারদর্শী', 'ঈশ্বরবাদী', 'ভাবাদর্শ', 'ঈশ্বরদী', 'দুর্দশার', 'জীবদ্দশার']
['গাঙ্গুলীর', 'পুর্ণাঙ্গ', 'সর্বাঙ্গীণ', 'কোরাঙ্গী', 'পূর্ণাঙ্গ', 'গাঙ্গুলী', 'ক্রীড়াঙ্গন', 'গার্ট্রুড', 'কালোগ্রীব', 'কিম্বার্লী']
['বাঘী', 'বর্জ', 'বার্চ', 'বর্ম', 'বার্জ', 'বর্গ', 'বর্ণ', 'বার্গ', 'বার্ণ', 'বির্চ']
['গ্রীকো', 'গোষ্ঠী', 'সু্যোগ', 'শ্রোণী', 'গুশ্রী', 'গ্যুতো', 'গ্ৰীক', 'কোষ্ঠী', 'গ্রোসো', 'গ্রুপো']
['স্বর্গীয়', 'স্ত্রীকে', 'ফ্রেস্কো', 'স্ক্রীনে', 'স্ত্রীরূপে', 'কেন্দ্রীয়', 'ব্র্ত্সে', 'স্ত্ৰী', 'সেঞ্চুরী', 'ট্রেস্কো']
['কিশোরী', 'কিশোরীর', 'শ্রোণীর', 'শ্রীপুর', 'সুশ্রী', 'মুখশ্রী', 'কীবোর্ড', 'ক্ষীরোদ', 'শ্রীমুখ', 'কোর্সের']
['রনী', 'নীর', 'নর', 'রবী', 'নর্ন', 'নুর', 'রুন', 'রী', 'পরী', 'নর্ম']
['গুন্দ্রী', 'সুধীন্দ্র', 'সুরেন্দ্র', 'সুদীর্ঘ', 'ঐন্দ্রী', 'ক্রুদ্ধ', 'ক্ষুদ্র', 'কেন্দ্রী', 'কেন্দ্র৷', 'সুন্দরী']
['বহুবর্ণী', 'সুবর্ণযুগ', 'স্বর্ণযুগ', 'সুগ্রীব', 'বর্ণগুলো', 'স্বর্ণমুখী', 'কৃষ্ণবর্ণ', 'পূর্ণবর্গ', 'স্বর্ণযুগে', 'গুণগ্রাহী']
['পুণ্যার্থী', 'প্রদ্যুম্ন', 'ব্র্গ্যুদ', 'পূণ্যার্থী', 'পুণ্যার্থীর', 'সম্পূ্র্ণ', 'স্বর্ণমুখী', 'সুব্রহ্মণ্যন', 'মঞ্জুশ্রী', 'গুহ্যেশ্বরী']
['হিন্দুধর্মে', 'যুদ্ধমন্ত্রী', 'নাম্বুদ্রী', 'ঊর্ধ্বমুখী', 'সুধীন্দ্র', 'কেন্দ্রমুখী', 'সিন্ধুদূর্গ', 'উর্দ্ধমুখী', 'বিদ্যুৎমন্ত্রী', 'কেন্দ্রীভুত']
['শ্রীশ্রী', 'শ্রীশ্রীমা', 'কর্মীশূন্য', 'শ্রীবর্দী', 'গ্রীষ্মে', 'মঞ্জুশ্রীর', 'মঞ্জুশ্রী', 'শ্রীমন্ত', 'গ্রীষ্মের', 'শ্রীকৃষ্ণ']
['সর্বজয়ী', 'বিজয়ী', 'বিশ্বজয়ী', 'দুর্জয়', 'বিজয়ীর', 'বিষ্টু', 'বিক্রয়', 'বঙ্গীয়', 'সুপ্রিয়', 'ট্রফিজয়ী']
['পাঠক্রম', 'পাঠচক্র', 'পাঠকক্ষ', 'পার্ক', 'পার্কও', 'কর্ণাঠক', 'প্রাপক', 'মাঠকর্মী', 'পারুক', 'পুনর্পাঠ']
['মুখশ্রী', 'শ্রীমুখ', 'লেখ্য', 'খেলুক', 'গ্রীলে', 'শুল্কের', 'লেখনীকে', 'প্রমুখকে', 'টুখেলের', 'প্রমুখের']
['গায়ত্রী', 'স্কয়ারে', 'স্ট্রোক', 'স্ট্রীট', 'গ্রীকো', 'ক্রোয়াট', 'বঙ্গীয়', 'গোষ্টীর', 'সাশ্রয়ী', 'আগ্রায়']
['গ্রীকো', 'মরোক্কো', 'তুর্কো', 'খরোষ্ঠী', 'সুক্রোজ', 'ক্রোক', 'ক্রোকে', 'ক্লোরো', 'কীবোর্ড', 'কুর্মী']
['কর্ত্রী', 'স্ত্রীর', 'স্ত্রীও', 'স্ত্রী', 'ছেত্রীর', 'সার্ত্রে', 'স্ত্রীরও', 'স্ত্রীরা', 'মিস্ত্রী', 'স্ত্রীই']
['লক্ষ্মীর', 'লক্ষ্মী', 'স্ক্রীণ', 'তীক্ষ্ম', 'অলক্ষ্মী', 'শিক্ষণীয়', 'স্ক্রীন', 'দুষ্কর্ম', 'শ্রীকৃষ্ণ', 'ভিক্ষুণীর']
['পাগলীর', 'মার্গফল', 'পার্পল', 'পাগলী', 'গালর্স', 'গার্ল', 'পিঙ্গল', 'মার্পল', 'গার্লস', 'পলিগ্রাম']
['অস্ট্রীয়', 'স্ত্ৰী', 'প্রশ্রয়ে', 'সম্পূৰ্ণ', 'স্ট্রীপ', 'স্বর্গীয়', 'স্ট্রীটে', 'দৈৰ্ঘ্য', 'শ্রীময়ী', 'স্ক্রীপ্ট']
['লক্ষ্মী', 'লক্ষ্মীর', 'নিষ্ক্রিয়', 'স্ক্রীন', 'তীক্ষ্ন', 'দুষ্কর্ম', 'খ্রীষ্ট', 'অলক্ষ্মী', 'স্ক্রীণ', 'অক্ষুন্ন']
['ক্লোরো', 'ক্লোক', 'ক্লোর', 'ফোর্ক', 'ক্লো', 'রক্লো', 'শ্লোক', 'ক্লোজ', 'ক্রোক', 'ফ্লোর']
['লক্ষ্মীর', 'পদ্মশ্রীর', 'পদ্মশ্রী', 'শ্রিম্প', 'শ্রীমুখ', 'অলক্ষ্মীর', 'মিস্ত্রীর', 'স্ক্রিম', 'শুভশ্রীর', 'কিম্ব্রি']
['বাবা', 'বামবা', 'বাবলা', 'বাবি', 'বাবার', 'বাহবা', 'বাবনা', 'লাবিবা', 'বাবলি', 'বাবরা']
['চাচা', 'চামচা', 'চাচি', 'চাচার', 'চাচির', 'চাঁচা', 'চাচাত', 'চাচাও', 'চাচারা', 'চিবচা']
['দাদা', 'দাদি', 'দাদার', 'দারদা', 'দাদরা', 'দাদরি', 'দাদির', 'দাদাও', 'দিদার', 'দিদা']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নানি', 'নানান', 'নানার', 'নাজনা', 'পাননা', 'নামনি', 'যাননি', 'জানিনা', 'চাননা']
['জেলে', 'জেলী', 'জেলেই', 'লেজে', 'লেলে', 'ডেলে', 'মেলে', 'জেলের', 'চেলে', 'ছেলে']
['ধোপা', 'ধোপার', 'ধোনি', 'ধোনা', 'ধোনির', 'লোপা', 'ধোনিও', 'ধোবি', 'ধোনিই', 'ঝোপালো']
['বেদে', 'দেবে', 'দেলে', 'ভেদে', 'বেদী', 'বেদের', 'দেশে', 'বেদকে', 'গেদে', 'বেদেনী']
['গুরু', 'গুরুং', 'গুরুর', 'গুরুজি', 'গুঁড়ি', 'মুগুর', 'গোরু', 'গুরুই', 'মুরু', 'রুরু']
['ছেলে', 'মেলছে', 'ফেলছে', 'ছেলেই', 'ফলেছে', 'চলেছে', 'মিলেছে', 'মেলেছে', 'লেলে', 'বলেছে']
['বর', 'বরি', 'বি', 'বির', 'রবি', 'বহর', 'বরজ', 'বরং', 'ববি', 'বরন']
['বাদশা', 'বাদশার', 'বাদশাহ', 'রাশিদা', 'বাদশাহি', 'মাদিবা', 'বিদিশা', 'বাদামি', 'বাদলা', 'শাদাব']
['বাঙ্গালি', 'কাঙ্গাল', 'বাঙ্গালির', 'মাঙ্গলিক', 'পিঙ্গালি', 'কালিগঙ্গা', 'কাঙ্গালিনী', 'মালিঙ্গার', 'মালিঙ্গাও', 'মালিঙ্গা']
['বাঘি', 'বাঘ', 'বিঘা', 'বাঘা', 'বাঘও', 'বাঘই', 'বাহি', 'বারি', 'বাসি', 'বাজি']
['যোগী', 'যোগীর', 'যোগিনী', 'সংযোগী', 'রোগী', 'ভোগী', 'গোমতী', 'গোরী', 'যোগে', 'যোশী']
['তেজস্বী', 'তেজস্বিনী', 'তেজস্বীর', 'মেস্তিজো', 'সত্যসেবী', 'এজেন্সিতে', 'শেরবত্সী', 'ত্রিবেনী', 'আবেস্তীয়', 'সতীত্বের']
['কিশোর', 'কিশোরটি', 'শিকোর', 'কিশোরই', 'হিরোশি', 'কিশোরও', 'নিশোর', 'হরকিশোর', 'কিশোরী', 'মোশির']
['নর', 'নরি', 'রনি', 'নি', 'রন', 'নির', 'নরম', 'রিন', 'নরা', 'মরন']
['সুন্দরি', 'সিন্দুর', 'সুন্দর', 'সুন্দরম', 'নরুন্দি', 'দুর্দিন', 'অসুন্দর', 'সুরিন্দর', 'তন্দুরি', 'সিন্দুক']
['গুণাবলি', 'গুণবান', 'গুনাবলি', 'গুণাবলির', 'গুণমান', 'গণমানুষ', 'গুমানি', 'গণশুনানি', 'কণাগুলি', 'মানগুলি']
['পুণ্যবান', 'মুল্যবান', 'পুর্ণিয়া', 'প্ল্যানিং', 'পুলম্যান', 'মূল্যবান', 'বার্নুয়ি', 'গুণান্বিত', 'শাক্যমুনি', 'পুণ্যলতা']
['বুদ্ধিমান', 'বুদ্ধিমতি', 'যুদ্ধবিমান', 'বুদ্ধিমানের', 'বুদ্ধিনাথ', 'যুদ্ধবিমানটি', 'যুদ্ধবিমানে', 'যুদ্ধবিমানও', 'ঋদ্ধিমান', 'নাম্বুদিরি']
['শ্রীমান', 'কাশ্মীরি', 'সম্মানীর', 'কাশ্মিরী', 'শর্মীমালা', 'কাশ্মিরীর', 'শ্রীমতি', 'কীর্তিমান', 'কাশ্মীরির', 'শর্মিলী']
['বিজয়', 'বিজয়ন', 'বিজয়া', 'বিজয়ও', 'বিড়ি', 'বিটু', 'বিজু', 'বিনয়', 'বীজটি', 'বিজয়ী']
['পাঠক', 'পাঠাক', 'পাঠিকা', 'পিঠার', 'পাঠকও', 'কাঠির', 'পাঠটি', 'পালকি', 'পাঠকই', 'কাঠি']
['লেখক', 'লেখি', 'লেখনি', 'লেখকই', 'লেখকঃ', 'লেখটি', 'লেখিকা', 'লেখকও', 'খেলি', 'আলেখিন']
['গায়কি', 'গায়ক', 'গায়িকা', 'গায়কির', 'গিয়ার', 'গিয়া', 'কায়িক', 'লিগায়', 'মিয়াগি', 'গিয়াস']
['খোকা', 'খোকার', 'মোখিক', 'খোকসা', 'খোলা', 'খোকন', 'খোরাক', 'লোকি', 'খোলক', 'লোকা']
['ছাত্র', 'ছাত্রটি', 'অছাত্র', 'ছত্তার', 'ছাত্রই', 'ছাত্তার', 'ছাত্রও', 'যাত্রি', 'মার্তি', 'মিত্রা']
['শিক্ষিক', 'শিক্ষিত', 'শিক্ষক', 'শিক্ষিকা', 'শিক্ষকও', 'অশিক্ষক', 'শিক্ষকই', 'অশিক্ষিত', 'শিক্ষন', 'শিক্ষিতা']
['নেতি', 'নেতা', 'নেতাই', 'নেতার', 'নেতাজি', 'চেতনা', 'বেতনা', 'যেতনা', 'নেতাও', 'কেনতা']
['প্রিয়', 'অপ্রিয়', 'প্রিয়া', 'সুপ্রিয়', 'ট্রিপে', 'ফিরিয়ে', 'সক্রিয়', 'ক্রিয়া', 'ড্রয়িং', 'সুপ্রিয়র']
['কনিষ্ঠ', 'কনিষ্ঠা', 'একনিষ্ঠ', 'ঘনিষ্ঠ', 'কনিষ্ঠতম', 'নিবিষ্ট', 'বিশিষ্ঠ', 'নিষিক্ত', 'নিষ্কর', 'নিষ্পলক']
['লোকি', 'লোক', 'কোলি', 'হোলি', 'ফোলি', 'লোরি', 'লোধি', 'ঢোলক', 'আলোক', 'লোকজ']
['শ্রমিক', 'আশ্রমিক', 'শ্রমিকও', 'শ্রমিকই', 'কাশ্মিরি', 'ক্রিমি', 'শ্রমিকরা', 'খনিশ্রমিক', 'রশ্মির', 'কাশ্মির']
['বাবা', 'বাবাই', 'বাবার', 'বাবনা', 'বাবাও', 'বানাব', 'বামবা', 'কাবাব', 'রাবাব', 'বাবলা']
['চাচা', 'চাচাও', 'চাচার', 'চামচা', 'চাঁচা', 'চাচাত', 'চাঙা', 'চাচারা', 'নাচা', 'চাকা']
['দাদা', 'দাদাও', 'দারদা', 'দাদার', 'দাদরা', 'নাদা', 'জাদা', 'কাদা', 'দাদারা', 'দানা']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নানান', 'নাজনা', 'নানার', 'ওনানা', 'জানান', 'পাননা', 'ডানা', 'জানা', 'বানান']
['জেলে', 'জেলেই', 'জেলেনা', 'জেলেও', 'লেজে', 'জেলের', 'হেজেল', 'জেবেল', 'কলেজে', 'জেহেল']
['ধোপা', 'ধোপার', 'লোপা', 'ধোনা', 'ধোকা', 'গোপা', 'পোপা', 'রোপা', 'পোকা', 'কোপা']
['বেদে', 'বেদকে', 'দেবে', 'বেদেনা', 'দেবেই', 'দেবেন', 'বেদের', 'দেবকে', 'বেদেরা', 'দেবেশ']
['গুরু', 'গুরুং', 'গুরুই', 'গুরুর', 'গুরুরা', 'মুগুর', 'গুঁড়ার', 'গুরুমা', 'গুঁড়া', 'গুরুজি']
['ছেলে', 'ছেলেই', 'মেলছে', 'ছেলেও', 'বলেছে', 'গলেছে', 'ছেলের', 'ফেলছে', 'গোলে', 'ছেলেরা']
['বর', 'বা', 'বরা', 'বার', 'বল', 'রব', 'বরই', 'বক', 'বগ', 'বকর']
['বাদশা', 'শাদাব', 'বাদশার', 'বাদশাহ', 'বাদলা', 'বাদাল', 'শালদা', 'ওশাদা', 'আশাবাদও', 'আশাবাদ']
['কাঙ্গাল', 'বাঙ্গালা', 'জাঙ্গাল', 'নাঙ্গাল', 'বাঙ্গাল', 'বাঙ্গালার', 'হাঙ্গাল', 'বাঙ্গালি', 'টাঙ্গাইল', 'বাঙ্গালাহ']
['বাঘ', 'বাঘা', 'বাঘও', 'বাঘি', 'বাঘই', 'বাও', 'বায', 'বাম', 'বার', 'বিঘা']
